geoid,block_vtda,total
350019406022066,35001000058,0
350019406022067,35001000058,0
350019406022068,35001000058,0
350019406022069,35001000088,5
350019406022070,35001000088,5
350019406022071,35001000088,0
350019406022072,35001000088,0
350019406022073,35001000081,0
350019406022074,35001000081,0
350019406022075,35001000118,0
350019406022076,35001000118,0
350019406022077,35001000081,0
350019406022078,35001000031,0
350019406022079,35001000031,0
350019406022080,35001000088,0
350019406022081,35001000088,1
350019406022082,35001000088,0
350019406022083,35001000088,0
350019406022084,35001000088,0
350019406022085,35001000088,4
350019406022086,35001000031,0
350019406022087,35001000031,0
350019406022088,35001000031,0
350019406022089,35001000031,0
350019406022090,35001000031,0
350019406022091,35001000031,0
350019406022092,35001000031,0
350019406022093,35001000031,0
350019406022094,35001000057,350
350019406022095,35001000057,0
350019406022096,35001000057,0
350019406022097,35001000031,0
350019406022098,35001000057,0
350019406022099,35001000031,0
350019407001000,35001000552,0
350019407001001,35001000093,0
350019407001002,35001000093,0
350019407001003,35001000093,0
350019407001004,35001000093,0
350019407001005,35001000093,0
350019407001006,35001000093,0
350019407001007,35001000093,28
350019407001008,35001000093,0
350019407001009,35001000093,0
350019407001010,35001000093,0
350019407001011,35001000093,0
350019407001012,35001000093,9
350019407001013,35001000093,0
350019407001014,35001000093,0
350019407001015,35001000093,0
350019407001016,35001000093,0
350019407001017,35001000093,0
350019407001018,35001000552,0
350019407001019,35001000551,0
350019407001020,35001000552,0
350019407001021,35001000552,0
350019407001022,35001000551,0
350019407001023,35001000093,8
350019407001024,35001000093,0
350019407001025,35001000093,0
350019407001026,35001000093,0
350019407001027,35001000093,0
350019407001028,35001000093,0
350019407001029,35001000093,0
350019407001030,35001000093,0
350019407001031,35001000093,0
350019407001032,35001000093,0
350019407001033,35001000093,0
350019407001034,35001000093,0
350019407001035,35001000093,0
350019407001036,35001000093,3
350019407001037,35001000093,9
350019407001038,35001000093,1
350019407001039,35001000093,18
350019407001040,35001000093,0
350019407001041,35001000093,0
350019407001042,35001000093,126
350019407001043,35001000093,28
350019407001044,35001000093,24
350019407001045,35001000093,77
350019407001046,35001000093,7
350019407001047,35001000093,26
350019407001048,35001000093,0
350019407001049,35001000093,0
350019407001050,35001000093,0
350019407001051,35001000093,3
350019407001052,35001000093,0
350019407001053,35001000093,0
350019407001054,35001000093,0
350019407001055,35001000093,0
350019407001056,35001000093,0
350019407001057,35001000093,0
350019407001058,35001000093,0
350019407001059,35001000093,4
350019407001060,35001000093,0
350019407001061,35001000093,0
350019407001062,35001000093,0
350019407001063,35001000093,0
350019407001064,35001000093,0
350019407001065,35001000031,0
350019407001066,35001000093,0
350019407001067,35001000093,0
350019407001068,35001000093,0
350019407001069,35001000093,0
350019407001070,35001000093,0
350019407001071,35001000093,0
350019407001072,35001000093,0
350019407001073,35001000093,0
350019407001074,35001000093,0
350019407001075,35001000093,0
350019407001076,35001000093,0
350019407001077,35001000093,0
350019407001078,35001000093,0
350019407001079,35001000093,0
350019407001080,35001000093,0
350019407001081,35001000093,5
350019407001082,35001000093,0
350019407001083,35001000093,15
350019407001084,35001000093,0
350019407001085,35001000093,0
350019407001086,35001000093,0
350019407001087,35001000093,71
350019407001088,35001000093,45
350019407001089,35001000093,11
350019407001090,35001000093,12
350019407001091,35001000093,0
350019407001092,35001000093,73
350019407001093,35001000093,12
350019407001094,35001000093,7
350019407001095,35001000093,4
350019407001096,35001000093,18
350019407001097,35001000093,3
350019407001098,35001000093,19
350019407001099,35001000093,8
350019407001100,35001000093,66
350019407001101,35001000093,11
350019407001102,35001000093,0
350019407001103,35001000093,0
350019407001104,35001000093,10
350019407001105,35001000093,35
350019407001106,35001000093,9
350019407001107,35001000093,0
350019407001108,35001000093,25
350019407001109,35001000093,61
350019407001110,35001000093,20
350019407001111,35001000093,9
350019407001112,35001000093,52
350019407001113,35001000093,33
350019407001114,35001000093,14
350019407001115,35001000093,14
350019407001116,35001000093,14
350019407001117,35001000093,0
350019407001118,35001000093,0
350019407001119,35001000093,15
350019407001120,35001000093,1
350019407001121,35001000093,62
350019407001122,35001000093,0
350019407001123,35001000093,0
350019407001124,35001000093,48
350019407001125,35001000093,22
350019407001126,35001000093,23
350019407001127,35001000093,13
350019407001128,35001000093,79
350019407001129,35001000093,0
350019407001130,35001000093,0
350019407001131,35001000093,0
350019407001132,35001000093,0
350019407001133,35001000093,6
350019407001134,35001000093,0
350019407001135,35001000093,118
350019407001136,35001000093,8
350019407001137,35001000093,14
350019407001138,35001000093,0
350019407001139,35001000093,0
350019407001140,35001000093,53
350019407001141,35001000093,39
350019407001142,35001000093,0
350019407001143,35001000093,23
350019407001144,35001000093,0
350019407001145,35001000093,0
350019407001146,35001000093,473
350019407001147,35001000093,117
350019407001148,35001000093,17
350019407001149,35001000093,66
350019407001150,35001000093,83
350019407001151,35001000093,1
350019407001152,35001000093,0
350019407001153,35001000093,0
350019407001154,35001000093,19
350019407001155,35001000093,12
350019407001156,35001000093,6
350019407001157,35001000093,0
350019407001158,35001000093,0
350019407001159,35001000093,0
350019407001160,35001000093,0
350019407001161,35001000093,0
350019407001162,35001000093,0
350019407001163,35001000093,0
350019407001164,35001000093,2
350019407001165,35001000093,0
350019407001166,35001000093,0
350019407001167,35001000093,0
350019407001168,35001000093,0
350019407001169,35001000093,0
350019407001170,35001000093,0
350019407001171,35001000093,0
350019407001172,35001000093,0
350019407001173,35001000093,0
350019407001174,35001000093,0
350019407001175,35001000093,0
350019407001176,35001000093,0
350019407001177,35001000093,5
350019407001178,35001000093,0
350019407001179,35001000093,0
350019407001180,35001000093,0
350019407001181,35001000093,0
350019407001182,35001000093,0
350019407001183,35001000093,0
350019407001184,35001000093,0
350019408001000,35001000031,0
350019408001001,35001000031,0
350019408001002,35001000031,0
350019408001003,35001000031,11
350019408001004,35001000031,0
350019408001005,35001000031,0
350019408001006,35001000031,0
350019408001007,35001000031,0
350019408001008,35001000031,0
350019408001009,35001000031,0
350019408001010,35001000031,0
350019408001011,35001000031,5
350019408001012,35001000031,0
350019408002000,35001000031,0
350019408003000,35001000057,0
350019408003001,35001000031,0
350019408003002,35001000031,0
350019408003003,35001000031,0
350019408003004,35001000057,0
350019408003005,35001000057,0
350019408003006,35001000031,0
350019408004000,35001000057,0
350019408004001,35001000057,0
350019408004002,35001000057,0
350019408004003,35001000057,0
350019800001000,35001000258,189
350019800001001,35001000591,177
350019800001002,35001000258,143
350019800001003,35001000258,213
350019800001004,35001000258,0
350019800001005,35001000258,43
350019800001006,35001000258,0
350019800002000,35001000273,157
350019800002001,35001000273,221
350019800002002,35001000273,115
350019800002003,35001000273,70
350019800003000,35001000258,0
350019800003001,35001000258,0
350019800003002,35001000363,87
350019800003003,35001000363,254
350019800003004,35001000363,0
350019800003005,35001000363,284
350019800003006,35001000363,218
350019800003007,35001000363,101
350019800003008,35001000363,218
350019800003009,35001000363,133
350019800003010,35001000258,419
350019800003011,35001000258,66
350019800003012,35001000258,0
350019800003013,35001000363,0
350019800003014,35001000258,97
350019800003015,35001000258,0
350019800003016,35001000258,0
350019800003017,35001000363,167
350019800003018,35001000363,0
350019800003019,35001000363,403
350019800003020,35001000258,76
350019800004000,35001000258,0
350019800004001,35001000258,0
350019800004002,35001000258,0
350019800004003,35001000213,0
350019800004004,35001000213,0
350019800004005,35001000213,0
350019800004006,35001000213,0
350019800004007,35001000258,0
350019800004008,35001000258,0
350019800004009,35001000258,0
350019800004010,35001000278,0
350019800004011,35001000258,0
350019800004012,35001000258,0
350019800004013,35001000258,0
350019800004014,35001000278,0
350019800004015,35001000258,0
350019800004016,35001000258,0
350019800004017,35001000258,0
350019800004018,35001000258,0
350019800004019,35001000258,0
350019800004020,35001000258,0
350019800004021,35001000258,0
350019800004022,35001000258,0
350019800004023,35001000258,0
350019800004024,35001000258,0
350019800004025,35001000258,0
350019800004026,35001000258,0
350019800004027,35001000258,0
350019800004028,35001000213,0
350019800004029,35001000213,0
350019800004030,35001000213,0
350019800004031,35001000213,0
350019800004032,35001000258,0
350019800004033,35001000258,0
350019800004034,35001000258,0
350019800004035,35001000258,0
350019800004036,35001000258,0
350019800004037,35001000258,0
350019800004038,35001000258,0
350019800004039,35001000258,0
350019800004040,35001000258,0
350019800004041,35001000258,0
350019800004042,35001000258,0
350019800004043,35001000258,0
350019800004044,35001000258,0
350019800004045,35001000258,0
350019800004046,35001000258,31
350019800004047,35001000258,0
350019800004048,35001000258,0
350019800004049,35001000258,0
350019800004050,35001000258,289
350019800004051,35001000258,0
350019800004052,35001000258,0
350019800004053,35001000258,0
350019800004054,35001000258,0
350019800004055,35001000258,0
350019800004056,35001000258,0
350019800004057,35001000258,404
350019800004058,35001000258,0
350019800004059,35001000258,0
350019800004060,35001000258,0
350019800004061,35001000258,0
350019800004062,35001000258,0
350019800004063,35001000363,0
350019800004064,35001000258,0
350019800004065,35001000258,0
350019800004066,35001000258,0
350019800004067,35001000258,0
350019800004068,35001000258,0
350019800004069,35001000258,0
350019800004070,35001000258,0
350019800004071,35001000258,0
350019800004072,35001000258,0
